location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
6139516,"São Paulo","pm1",3.9,"µg/m³","2026-05-29T03:00:00Z","2026-05-29T00:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",2.6,"µg/m³","2026-05-29T04:00:00Z","2026-05-29T01:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",4,"µg/m³","2026-05-29T05:00:00Z","2026-05-29T02:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",1.9,"µg/m³","2026-05-29T06:00:00Z","2026-05-29T03:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.1,"µg/m³","2026-05-29T07:00:00Z","2026-05-29T04:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-29T08:00:00Z","2026-05-29T05:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-29T09:00:00Z","2026-05-29T06:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-29T10:00:00Z","2026-05-29T07:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-29T11:00:00Z","2026-05-29T08:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",1.4,"µg/m³","2026-05-29T12:00:00Z","2026-05-29T09:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",3.9,"µg/m³","2026-05-29T13:00:00Z","2026-05-29T10:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",1,"µg/m³","2026-05-29T14:00:00Z","2026-05-29T11:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.2,"µg/m³","2026-05-29T15:00:00Z","2026-05-29T12:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",4,"µg/m³","2026-05-29T16:00:00Z","2026-05-29T13:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",9.3,"µg/m³","2026-05-29T17:00:00Z","2026-05-29T14:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",8.1,"µg/m³","2026-05-29T18:00:00Z","2026-05-29T15:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
